Hu_0,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Hu_8,Hu_9,Hu_10,Hu_11,Hu_12,Hu_13,Hu_14,Hu_15,Hu_16,Hu_17,Hu_18,Hu_19,Hu_20,Hu_21,Hu_22,Hu_23,Hu_24,Hu_25,Hu_26,Hu_27,cell_path,cell_label
0.001156254803196967,1.2059584597131667e-08,1.5660703336974754e-10,1.4772159191065283e-11,1.445316190318216e-22,1.5695420061679353e-15,6.956567676413281e-22,0.0021243960658248696,3.0457614377628685e-08,7.821842201765272e-10,1.8269648819996855e-11,2.1828924459506392e-21,7.932454193318193e-16,-6.910028564428846e-23,0.0026835536844017982,1.826032489108833e-08,2.5447197682251437e-09,1.9757171205517132e-10,-1.1813805587360858e-19,-3.795684013288123e-15,-7.529015256217374e-20,0.001047519197161877,1.0169370715471896e-08,8.86953320075676e-11,9.351120862803288e-12,1.5294348154671e-22,7.754258975997201e-16,2.2166182716846066e-22,28-05-2024/ASC-H\10009.png,ASC-H
0.0007127289625532535,3.805089744250273e-09,5.1682612208664706e-12,8.037020238178837e-14,-5.137900745124979e-26,-4.902312568983549e-18,6.576701681889444e-27,0.0016016033014308716,1.2871580306358267e-09,1.3386134737470335e-12,1.3875588914418394e-13,-1.7406242905145707e-26,-1.393322592915068e-18,5.721119782286434e-26,0.0074546275717365315,4.976838201467274e-06,7.268300257753076e-09,5.661409480775929e-08,-1.1484205660428583e-15,1.2626656941421304e-10,-3.7541645916732215e-18,0.0006867630931363654,1.8545815090089195e-09,2.1986402501975267e-12,7.800155576378505e-14,-3.208954998915123e-26,-3.3132458738852216e-18,3.70031659468586e-27,28-05-2024/ASC-H\10010.png,ASC-H
0.0007298150321269456,9.598278587790752e-10,7.803582203788619e-13,5.437627645204365e-13,-2.6886697485344315e-25,-1.6638657502423247e-17,-2.305981264511377e-25,0.0016962593508268703,2.8535403298675958e-09,2.7696011454638357e-12,1.0715102808328825e-11,-5.2588680156556916e-23,-5.623544920941362e-16,-2.5331767133901418e-23,0.007122125618028826,5.049646429797312e-07,7.247291132382199e-09,2.851511483801966e-08,-1.709223263975347e-17,1.9677769784789217e-11,-4.0956485576363556e-16,0.0006996439977441484,6.306568617764154e-10,4.415913958858259e-13,3.3567512938176463e-13,-9.40278978502957e-26,-8.229124621700458e-18,-8.866298176049163e-26,28-05-2024/ASC-H\10011.png,ASC-H
0.0008246496029093678,5.6832957745337935e-09,7.693767804308364e-12,2.267352643141213e-12,-6.548481839374845e-24,-1.5376582367064323e-16,6.84087188515452e-24,0.0018303431285633625,1.5273897194895911e-09,6.0361037276710525e-12,1.199899762371301e-12,1.6107147223089551e-24,-1.2918961019332709e-17,2.7988161336307266e-24,0.00473021620415422,8.141114435827804e-08,2.4634915621677385e-09,2.5673077059885837e-09,-3.436005644217338e-19,4.808112616427681e-14,6.4472802812119615e-18,0.0007800776100652183,4.521870152442891e-09,5.428619940831314e-12,1.537415102088156e-12,-3.408685813274379e-24,-9.546113527105375e-17,2.8474451301906297e-24,28-05-2024/ASC-H\10012.png,ASC-H
0.0009038229721931615,1.0557422415110745e-09,4.742141103104895e-13,2.484837889917546e-12,1.5501774872464475e-24,7.774410533318202e-17,-2.207384670294824e-24,0.0017222878466213688,6.133768904704958e-11,3.903981621260259e-13,6.211049215965518e-13,-5.0517273178930424e-26,-5.294562828685028e-19,-3.0164407659521557e-25,0.0024887606050031912,2.0360483638042777e-07,9.31260976555318e-11,6.090553383108652e-11,-1.4473158150342414e-21,-2.6973694753229164e-14,-4.352594608892045e-21,0.0008088930318199636,3.03258647342479e-10,1.7449970656565626e-13,1.1912772285110806e-12,1.4719985590107508e-25,1.9313581026589158e-17,-5.228191027155082e-25,28-05-2024/ASC-H\10013.png,ASC-H
0.0008486460599270297,3.632066217564299e-10,2.476751711600401e-12,1.6906626200294932e-12,3.0156643737507722e-24,-2.0244708739708696e-17,1.695477271017462e-24,0.001926029398642184,3.08344065590312e-08,1.0715945571141971e-10,9.765006551825125e-11,-9.465256361335738e-21,-1.7127457909269673e-14,3.1921752251678148e-21,0.0036273233887921573,4.267207738300681e-08,1.0886730276546189e-09,3.634710212023207e-10,1.818260074099604e-19,7.765826067553305e-15,-1.3862122198399419e-19,0.0007830889227012538,2.1028203874493252e-10,1.716740543360354e-12,1.3769830829088193e-12,1.5782763200143844e-24,-3.837558319136669e-19,1.4111116478053862e-24,28-05-2024/ASC-H\10014.png,ASC-H
0.0009585249819421221,7.669381546146214e-09,5.902232640612594e-12,4.235762316031296e-13,-6.119733919467499e-25,1.522616511565356e-17,-2.7210068683820787e-25,0.0032254261292088138,2.3648307142890567e-07,9.970465163162671e-10,2.4792937106393917e-10,-1.2234812516956216e-19,1.2050329329578618e-13,1.5029607706038622e-20,0.002320426705943924,9.895094083775105e-08,6.752359645181952e-11,1.1616112165492476e-11,5.761458708447203e-23,-2.938222376076396e-15,-3.201837995090331e-22,0.0008450286415599641,4.988413950146133e-09,3.721922743277904e-12,1.3667516200294186e-13,-6.540524949190687e-26,-3.4610012577504194e-19,-7.22815013669586e-26,28-05-2024/ASC-H\10015.png,ASC-H
0.0007128038438882217,1.6365103688042463e-10,5.813377711454555e-14,2.485830620452784e-15,-2.4631269839683406e-29,-3.1468134615301214e-20,1.6919912631988887e-29,0.002312886006382965,2.42017238837684e-08,1.3554286483962451e-11,6.745267223050884e-12,1.777426506045829e-23,-1.0052285039450297e-15,-6.199912641325724e-23,0.026020090144185208,1.3843174336298031e-06,9.27233686450705e-08,2.5268504624975313e-08,4.815274856031443e-16,1.808590613704651e-11,1.1243301563959119e-15,0.0007051705591484572,1.2856747990278673e-10,4.3044650965862e-14,2.6310446952307605e-15,-2.792131663749645e-29,-2.3571483779510846e-20,-2.092382214628933e-30,28-05-2024/ASC-H\10016.png,ASC-H
0.0007124105472647946,1.7869481553925772e-11,3.1161250656598783e-15,4.283984291888953e-14,-3.9070990325267494e-29,-1.967037580178402e-20,-4.934259548587148e-28,0.0020942076376821135,1.1378021812968632e-09,9.107645135683462e-12,5.865215767723252e-12,-1.7351756548777682e-23,-3.891391452168796e-17,-3.9198808421713165e-23,0.024727579034094296,1.8455510837598225e-07,4.2766477119994974e-09,1.0641726881096513e-08,1.7658652404197085e-17,-3.5241227700601046e-12,-6.958532364951818e-17,0.0007038230464832507,1.656932036023877e-11,2.190526285692049e-15,4.1841480302776756e-14,1.9260855010044147e-29,-1.6736221715374764e-20,-4.0011255349169615e-28,28-05-2024/ASC-H\10017.png,ASC-H
0.0007185489876873536,5.140942714878322e-11,7.274594918456548e-15,9.316470237765797e-15,-7.650651262886603e-29,6.462136932070742e-20,5.410007228133136e-30,0.0021707106548190694,2.0561151064400885e-09,7.835451961457118e-12,1.2141091983402946e-11,1.1333223439775496e-22,2.8056465040774654e-16,-3.4332016061061436e-23,0.02898384846166973,4.0946603993211704e-07,7.245009205242677e-09,1.373231540603508e-07,1.5236075008840979e-15,-7.415059236132254e-11,4.054656155138105e-15,0.0007112878063257539,4.929173838731098e-11,7.627083363749566e-15,8.698870942697983e-15,-6.483210635038417e-29,6.056127587474463e-20,-2.858846135053106e-29,28-05-2024/ASC-H\10018.png,ASC-H
0.0007322830946457068,1.1229654210652252e-13,2.70871856754583e-14,5.992838172459835e-14,5.146847043409907e-28,1.6342054646428088e-20,-2.3590263741866156e-27,0.002059450645165142,3.9747330037290914e-10,2.5387836387634876e-12,1.995232202757946e-13,9.467827580182635e-26,-3.971456199812139e-18,1.0583660201784198e-25,0.025824449956766214,1.2353600590848233e-06,4.357853342676959e-08,4.806976682024717e-09,2.3351063123522346e-17,-5.306023746238595e-12,-6.553785455325996e-17,0.0007235797386571825,1.1707345692534862e-13,2.449103372426381e-14,5.692364099128728e-14,6.7735604161437275e-28,1.2397304359869426e-20,-2.014585127706097e-27,28-05-2024/ASC-H\10019.png,ASC-H
0.0007429995795496938,2.2070751502278278e-10,3.901025607610191e-14,7.043595770769735e-15,1.141154348396701e-28,5.332726345586443e-20,2.469303286371706e-29,0.00206786893616958,2.5552001417843814e-09,8.033406897443993e-12,2.804508830126795e-12,9.060977763545225e-24,3.2861650221802293e-17,9.751990923340158e-24,0.02551113727914628,4.6044358745108486e-07,1.1106248204790921e-08,2.3843639274637803e-08,9.97130356849694e-18,-1.3306358135824493e-11,3.8788148215686654e-16,0.0007339389570313085,2.1951748559865183e-10,3.723132247165174e-14,6.94233957113304e-15,1.0806506342395243e-28,5.535746657464828e-20,2.791598500068976e-29,28-05-2024/ASC-H\10020.png,ASC-H
0.0007024051657977641,1.7018719387936667e-11,9.814942795233126e-14,1.8257776713842908e-14,7.384463297021656e-28,5.107677925780382e-20,2.281459308113008e-28,0.0020855521747421735,4.78450186311243e-10,1.844101876230228e-12,8.09575452343811e-14,-1.4267688301882825e-26,-9.761300156610515e-19,-2.783746078999395e-26,0.025760778455496403,1.066231215139085e-06,1.6362914829426982e-08,2.9704448167943158e-08,-4.2252306308036103e-16,-2.0797045146249095e-11,-5.00343617878456e-16,0.0006944738600989906,1.520923475221495e-11,9.481043415964698e-14,1.7929475088340897e-14,6.669045987658546e-28,5.49818163406853e-20,3.1890259301883917e-28,28-05-2024/ASC-H\10021.png,ASC-H
0.0007139721381227139,1.2539321516653872e-10,7.711752599760399e-14,1.9574693541747433e-13,7.308379990124813e-27,-1.5203630901218845e-18,-2.291288994888343e-26,0.002121130078528481,9.163739033081474e-10,1.834282288864056e-12,1.9962112025517843e-12,3.4024634323595476e-24,-1.280453971920553e-17,-1.7361630397291824e-24,0.0231971153856153,5.968641726797907e-08,2.364163667368302e-08,7.229715623019217e-09,-7.164588926061039e-17,2.870341077572628e-14,-6.165037337165943e-17,0.0007050845753248688,1.188323301569772e-10,7.191763775951041e-14,1.8660351313363488e-13,7.191696501789604e-27,-1.3920805725602887e-18,-2.0385742859368308e-26,28-05-2024/ASC-H\10022.png,ASC-H
0.0007359495612454796,8.295467206763669e-12,7.5630416399286e-14,4.973323437810527e-14,-1.3218303677933417e-27,-1.400180028928223e-19,-2.748828014482525e-27,0.00213739211719231,3.536064790800148e-09,4.93562666670412e-13,2.5686247183166205e-12,2.4605659468647978e-24,9.23582270876419e-17,-1.5199334950915049e-24,0.024424190115619117,1.408633428824841e-08,6.48348235436141e-08,8.819957611315902e-09,1.9176583433997861e-16,8.171351101459746e-13,-8.780816573375585e-17,0.0007273700458505677,8.987436605187868e-12,6.899127158256544e-14,4.504202022457058e-14,-9.50933195951071e-28,-1.29294166633741e-19,-2.3238295397538876e-27,28-05-2024/ASC-H\10023.png,ASC-H
0.0007210285987370231,6.865051205616211e-11,2.062064157682124e-13,3.491548774499842e-14,2.2610960022077843e-27,2.411947117978211e-19,-1.914328956010403e-27,0.002045202509552771,7.063337065157596e-10,1.014368230413348e-11,8.125160072013457e-12,3.3020747302825477e-23,6.324999028200738e-18,-6.59605126894876e-23,0.025889596650770494,1.7058806163843073e-07,5.0120460884899174e-08,4.475906287563665e-09,-9.411968846082927e-18,1.6958786684556514e-12,6.637524355152684e-17,0.0007127381477624016,6.509401795922986e-11,1.9540880163386128e-13,3.20203713444974e-14,2.13096880587403e-27,2.0192465743325035e-19,-1.3690742055277847e-27,28-05-2024/ASC-H\10024.png,ASC-H
0.0007349662290408071,5.512830632024564e-11,1.8106808763938706e-13,1.3262151611048493e-13,-1.6848690025620648e-26,-9.757534232112385e-19,1.1767867818923948e-26,0.001981594114278156,2.9281884871123366e-10,1.4505745672882189e-11,7.294987302772744e-14,4.056000296288704e-26,8.58581753293064e-19,6.313676576634549e-26,0.024745155245173983,1.1526268405798859e-06,2.1673463482869578e-08,3.139515975830504e-08,-7.295074039417247e-16,3.3660228077508483e-11,-3.7215665593059853e-16,0.0007255647357123736,4.6410666337187964e-11,1.6115431021528266e-13,1.1689272287181007e-13,-1.3415460012304644e-26,-7.908384807412112e-19,8.799031102157554e-27,28-05-2024/ASC-H\10025.png,ASC-H
0.0007110284978456018,7.905699096314709e-12,3.641774603897734e-14,3.155526022067139e-14,2.3745974490516514e-28,-5.352568188289098e-20,1.043016045612094e-27,0.002010537155359729,4.175645097664259e-09,1.952954499534215e-12,2.0214670121570668e-12,3.740472355933603e-24,1.2885655310311608e-16,1.4632193811225665e-24,0.0263830755381605,1.5035158365646946e-06,6.373481354069076e-09,8.644249231196263e-10,1.94399854491315e-18,2.4467245823178333e-14,5.810836375534015e-19,0.0007027161953159314,3.850991455380265e-12,3.659615765864482e-14,2.7850289674080742e-14,1.9357909570060224e-28,-3.2930574507049233e-20,8.677952366291558e-28,28-05-2024/ASC-H\10026.png,ASC-H
0.0006947669446288652,8.690622178198973e-12,4.315845626449163e-14,2.5348929091028772e-14,3.022078031529449e-28,2.725567601504587e-20,-7.820826865425428e-28,0.0021420212195277797,1.4869794420511661e-09,3.696416170974244e-12,1.0833429518148914e-12,-1.7349257759787294e-24,2.4360829805495045e-18,-1.2999329775127668e-24,0.026609459974095584,1.226686243262881e-06,2.2180654889435877e-08,3.338734835135268e-08,2.5419267452932536e-16,2.2308421667118067e-11,-8.722911922512647e-16,0.0006876024427633111,8.059555749047677e-12,3.7318955124237216e-14,2.0175390687784523e-14,1.8747656081810328e-28,2.6170556647018147e-20,-5.208912921498747e-28,28-05-2024/ASC-H\10027.png,ASC-H
0.0006899546320180802,1.8392439618329195e-11,2.4770448224069376e-14,2.815039403126289e-14,7.432676666985944e-28,7.353369375093489e-20,1.1098296198411784e-29,0.0021384278747971566,1.222536467541348e-09,2.6672351275406455e-12,3.683479303407143e-13,1.6304104414692844e-25,-7.328630387862066e-18,-3.2667937640597456e-25,0.027105044380021218,4.456011512909511e-07,5.1995766670207517e-08,1.731743141548857e-08,3.059444484817035e-16,-1.061513586663263e-11,4.200380613645632e-16,0.0006831784263426078,1.8287502240279374e-11,2.1370778804986863e-14,2.4347934327657348e-14,5.543790117230572e-28,6.219639602357329e-20,3.3607946172425187e-29,28-05-2024/ASC-H\10028.png,ASC-H
0.0008533645332658708,4.387776430341795e-10,1.4644214120594112e-11,2.6716370098071115e-12,1.6362499628334507e-23,-2.3095855688472906e-17,3.394403675582746e-24,0.0015903404410788748,1.231627160912726e-10,2.440139035167004e-11,3.769508559904038e-12,-2.7373374868403954e-23,4.255547480314134e-19,2.3615203644742627e-23,0.005781628844722733,3.2649885456466287e-06,2.1783535124608684e-08,1.1403830400966163e-08,1.7274433400414954e-16,5.172579324806603e-12,-4.965081292393887e-17,0.0008132460020233818,1.1979843055909505e-10,6.944957690235262e-12,1.370660718244766e-12,3.680082883367718e-24,-1.4206270499148167e-17,2.0834532860734616e-24,28-05-2024/ASC-H\10029.png,ASC-H
0.0007433797369944158,3.18369621673909e-11,1.050490322717893e-14,3.449267095264426e-13,-3.453608350843204e-27,1.2436466659920143e-18,2.0473571724645112e-26,0.0018033620500770187,1.836159098707109e-09,2.5496519884931296e-11,9.643218029414244e-12,-1.4235538226410638e-22,-3.792157476139324e-16,5.0977089317385796e-23,0.01650613625106669,4.007518386174033e-06,6.85765104160009e-09,6.422076141311749e-08,-8.457342875145246e-16,-1.2664406259331649e-10,-1.0493296400022166e-15,0.0007279922474294642,2.115668274507581e-11,7.673881245690613e-15,2.343627000449854e-13,-9.178542619287353e-28,6.18123679986671e-19,9.896472413586163e-27,28-05-2024/ASC-H\10030.png,ASC-H
0.0007621793331134859,1.5874346020796787e-09,3.1195429304406055e-12,6.263192004983592e-13,-8.554270449788376e-25,-2.3694687787942e-17,1.8623785345192265e-25,0.001776545499652238,4.4724943963907377e-10,4.236948380397158e-12,9.316005100209869e-12,-5.499220812728039e-23,8.839686673082671e-17,-2.0037510206014035e-23,0.008555744922524422,3.9642698976178435e-06,8.660452175453826e-10,1.725791467594105e-07,-2.066103761385924e-15,3.402192113226887e-10,4.2744175991741867e-16,0.0007401233878133555,5.532936668856519e-10,1.324683811035641e-12,2.837165730543242e-13,-1.7021102405569063e-25,-6.004950915867181e-18,3.579191046230014e-26,28-05-2024/ASC-H\10031.png,ASC-H
0.0011305934198089997,2.8992131086243366e-09,2.8941494737561355e-12,7.373004660300616e-12,5.615346644772202e-25,3.382078112718499e-16,-3.405400582179424e-23,0.0014719761371920416,7.040857362280787e-10,5.567374510461707e-13,2.8422567474474598e-12,-3.280469872232606e-24,-6.706370888252557e-17,1.4218790826554582e-24,0.0037196815488906108,7.41438866065828e-07,4.653596408522974e-10,3.2215086240227804e-09,-1.628438905959545e-18,2.020915218638132e-12,-3.592582195546158e-18,0.0010030690713052999,7.419011776604348e-10,1.88896489592806e-12,4.0023034445720376e-12,8.087506640461172e-24,1.0651769808637463e-16,-7.462905869622772e-24,28-05-2024/ASC-H\10032.png,ASC-H
0.000986154291133465,5.377991562526992e-09,4.464259779077329e-12,7.75122357864927e-12,-4.518370033633427e-23,-5.582843550955198e-16,-6.1205231595579384e-24,0.0015388440913644275,4.783280624751291e-09,1.76607249825516e-12,5.611727880628725e-12,-1.289999751288064e-23,3.7160867714220694e-16,-1.2070349944442246e-23,0.0031338440328174512,3.420183504636816e-08,1.2055413887341392e-10,2.4665758560403577e-10,3.334600387286938e-20,1.4433123183024402e-14,-2.6403720171402184e-20,0.0008891903332634223,3.4426204940660768e-09,2.462256522795772e-12,3.6281935477674833e-12,-1.0836129538641022e-23,-2.1055928444554603e-16,-4.213899966094063e-25,28-05-2024/ASC-H\10033.png,ASC-H
0.0008318244800181831,7.84323664230356e-09,4.602280152695978e-12,3.5827931511669973e-12,-1.2661125559652314e-23,-3.1462026306503935e-16,-7.16628490378356e-24,0.0018783940070806432,9.927502529784744e-08,1.4523056165138414e-10,9.201781465818836e-11,-9.27461673260837e-21,2.6883010694028448e-14,-5.209269410568118e-21,0.004202255577094295,2.6847040354719165e-07,4.556150273086724e-09,2.2248220986543766e-08,-6.346628906282387e-17,1.3996993895637395e-12,-2.1481766446178738e-16,0.0008048989229638682,3.224729704088412e-09,1.1808023062390458e-12,2.017542226376166e-12,-2.6424354867203066e-24,-1.1124732334629264e-16,-1.6476366549502957e-24,28-05-2024/ASC-H\10035.png,ASC-H
0.0007614915970131785,8.031025804346178e-10,4.555515928181024e-13,1.9260836978010085e-13,5.346614272876399e-26,3.951063887471985e-18,-1.9911349604807864e-26,0.0014659188990421006,5.3183699005839346e-09,3.836217342645073e-12,5.62898325224768e-13,-7.623444171047059e-25,2.9073889784287797e-17,-3.210089571396783e-25,0.00820556623002713,9.818824709080337e-06,1.0168031021685917e-08,6.123631931092145e-09,6.986834959539066e-18,-5.2090379750910685e-12,-4.7812776887470325e-17,0.000728541905159452,3.970194959190816e-10,2.394204558406938e-13,1.1594417337588347e-13,1.6511736957236507e-26,1.3970107162359318e-18,-1.0026648193251023e-26,28-05-2024/ASC-H\11.png,ASC-H
0.0006818631073372641,2.2587182878748852e-10,2.63466781543539e-13,1.8325151521575827e-14,1.1517276518757223e-27,8.508328512742031e-21,5.429943392476499e-28,0.0016322753390353413,2.638876410327547e-10,3.410864057727865e-12,2.21593563514371e-12,3.963450068996716e-24,2.6162038068120724e-17,4.626542854330839e-24,0.020753090834874373,1.5160156498402633e-05,1.9511721104926776e-07,2.1855746673107333e-07,-1.909554827256675e-14,7.707418447491376e-10,4.089458459632341e-14,0.000670241136279699,1.1597023227818683e-10,1.230252299887222e-13,9.036903031357203e-15,2.7249348518674755e-28,5.253806408002531e-21,1.2860965712316672e-28,28-05-2024/ASC-H\12.png,ASC-H
0.0006796833088983794,7.755713719963158e-13,1.8986466003337877e-14,5.247211562860944e-15,-1.1109527305484396e-29,-1.805297973720931e-21,-5.118206719787461e-29,0.001663198650827683,2.897551329529706e-10,2.9032338259478974e-12,1.0034095612581832e-12,8.422582710683924e-25,-1.6734816319354825e-17,-1.4911849173687857e-24,0.023410328715054596,6.52610399959077e-08,3.998940924675597e-09,2.5978129867116916e-09,7.706277697490743e-18,-5.430248851307734e-13,-3.2743633495973697e-18,0.0006686997068433085,1.2965563646226434e-12,1.1440510105065644e-14,2.5076368450010922e-15,-2.588928723645373e-30,-1.7516581515511725e-21,-1.3179476622595063e-29,28-05-2024/ASC-H\13.png,ASC-H
