Image_Path,Label,Hu_0,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6
28-05-2024/ASC-H\1927.png,ASC-H,0.0008750251845710812,1.2161189380431322e-09,3.427606646758186e-12,3.95351329882293e-12,-7.590877021667445e-24,-1.3624984555816322e-16,-1.2417154356117343e-23
28-05-2024/ASC-H\1928.png,ASC-H,0.0008799221380687075,4.094985273886002e-10,4.812029294873767e-12,3.187185211390257e-12,-9.268693212986866e-25,4.970951681038605e-18,-1.2447277300296315e-23
28-05-2024/ASC-H\1929.png,ASC-H,0.0007026432305886333,5.365619413279e-11,9.431988529703267e-14,3.6278761162447596e-14,-2.1194555816780217e-27,2.480984499079728e-19,1.073141260611279e-28
28-05-2024/ASC-H\1930.png,ASC-H,0.0007849002648824065,8.411156987933929e-10,5.947024843925471e-13,1.1813422763303908e-12,9.11640104327018e-25,-2.5148640378490893e-17,3.864787161854754e-25
28-05-2024/ASC-H\1931.png,ASC-H,0.0009835813109888387,1.6281183032684237e-09,2.347460963169552e-12,3.764090454821335e-12,-9.85002820738388e-24,1.477080340533465e-16,-5.30749545968644e-24
28-05-2024/ASC-H\1932.png,ASC-H,0.0009276502295327752,3.0905855308818666e-10,2.7411954355663493e-12,3.9183777176278763e-13,-1.8469847578100952e-25,-6.868226075233442e-18,3.616641989085799e-25
28-05-2024/ASC-H\1933.png,ASC-H,0.000822788754148599,7.425599261681474e-11,2.7439505232576767e-12,3.713234204103187e-12,-2.406886583198205e-24,2.539178814967941e-17,-1.1605730469786686e-23
28-05-2024/ASC-H\1934.png,ASC-H,0.0006777582120638139,2.553432017952434e-10,1.6341975435450885e-13,1.212789101245894e-13,-1.6625466942794054e-26,-1.923821496751567e-18,3.886967407439504e-27
28-05-2024/ASC-H\1975.png,ASC-H,0.0006779932941832664,1.1826155687184656e-11,1.7495592878530154e-15,7.0740909241202635e-15,-2.3590439545038247e-29,-1.6754510816738853e-20,-7.927640676361032e-30
28-05-2024/ASC-H\1976.png,ASC-H,0.0007159264253765068,3.5206745974070386e-10,2.0842802515213782e-13,2.480971211857318e-13,-2.1294375124659846e-26,-4.351552385918328e-18,-5.224401483832995e-26
28-05-2024/ASC-H\1977.png,ASC-H,0.000699673768109254,5.454236854920351e-10,1.1613043927133698e-12,1.5688612659730218e-13,-3.956805306025993e-26,-2.5685755313946934e-18,-5.402518979624748e-26
28-05-2024/ASC-H\1978.png,ASC-H,0.0007267840828051694,1.6981419101630183e-11,8.630940187542697e-13,6.762132888600185e-14,1.383392405465263e-26,1.0835656967172095e-20,8.688978956653912e-27
28-05-2024/ASC-H\1979.png,ASC-H,0.0007438249890302727,2.919612450034551e-10,4.265491980293478e-13,5.401907995074469e-13,-2.59138860505623e-25,-7.986055292866166e-18,9.187762558564295e-27
28-05-2024/ASC-H\1980.png,ASC-H,0.0007940896924728194,1.982167949438522e-09,7.341837331495611e-13,5.792114503311666e-14,-7.634018727829309e-28,1.2251806993055738e-18,1.1919807109284343e-26
28-05-2024/ASC-H\1981.png,ASC-H,0.0008849390097062232,3.6824538220007447e-09,1.5427556714698185e-11,6.663704354263212e-13,6.965451184145695e-25,-2.662667190268106e-17,-2.0198668326625606e-24
28-05-2024/ASC-H\1982.png,ASC-H,0.0007252463717076444,2.845377359194012e-10,4.1974462869319385e-13,4.654542763897304e-15,1.9220665564305255e-28,5.3739616289766147e-20,-7.337218879018218e-29
28-05-2024/ASC-H\1983.png,ASC-H,0.0007431779675216427,8.236491345991659e-10,1.4335062421615316e-12,3.2204163445386786e-13,-2.1872471881185876e-25,-8.760447447314663e-18,6.1203991413509215e-27
28-05-2024/ASC-H\1984.png,ASC-H,0.0007337172797344659,1.6000437250448825e-09,4.464546825281019e-12,1.0371833743525753e-13,-6.607608489403366e-26,-3.9454834290934855e-18,-2.4804559897894067e-26
28-05-2024/ASC-H\1985.png,ASC-H,0.0007986644460958579,1.5291347122306257e-09,2.0010198723654284e-12,1.9564968055707066e-12,-2.245388463057947e-24,-7.186853702302583e-17,-3.15346439968132e-24
28-05-2024/ASC-H\1986.png,ASC-H,0.000860599456333207,1.3744129903611101e-09,2.834315732144559e-12,2.21815628208463e-12,4.894231245804057e-24,6.257061421379937e-17,2.6419096180069828e-24
28-05-2024/ASC-H\1987.png,ASC-H,0.0007001404873205298,2.0397397477277798e-10,3.1508126994541725e-14,7.243623200851714e-15,7.063751002638101e-29,1.0288064023222602e-19,8.358077089548871e-29
28-05-2024/ASC-H\1988.png,ASC-H,0.0007766068931836891,2.1668088102045474e-10,2.4447386947284446e-13,1.947576607375488e-12,-1.1706363755035691e-24,-2.8667004500806147e-17,6.600027357158153e-25
28-05-2024/ASC-H\1989.png,ASC-H,0.0009211766055521686,3.090049522774313e-09,2.251018615450473e-12,2.521321679586612e-12,-5.855563898796945e-24,-1.2651575742809682e-16,-1.3387119849995232e-24
28-05-2024/ASC-H\1990.png,ASC-H,0.0010210894008745998,1.8747232897482094e-09,3.3427089493320024e-13,4.27472836727461e-13,1.3049048361296693e-25,1.4962166742677413e-17,-9.530619863396116e-26
28-05-2024/ASC-H\1991.png,ASC-H,0.0009013523280726925,2.527252537614066e-09,5.878679398159824e-12,6.355042990217607e-13,-1.140281326272919e-24,-2.842868726273382e-17,-4.566956654403516e-25
28-05-2024/ASC-H\1992.png,ASC-H,0.0008962034774630722,1.0198519594198796e-09,5.889678230322931e-13,2.121609058946729e-12,-1.8074840953189024e-24,-4.1381387225714915e-19,1.5354313933730272e-24
28-05-2024/ASC-H\1993.png,ASC-H,0.0007903727523504296,1.2333832530641297e-10,3.2471078457289053e-12,8.333400247964808e-13,2.277994803489142e-25,8.742677168419478e-18,-1.3517640327469987e-24
28-05-2024/ASC-H\1994.png,ASC-H,0.0007716101467990088,2.5213024341874573e-09,4.0187623595399853e-13,7.952510389841107e-13,2.751123396377893e-25,3.683232269390403e-17,3.5557169858670912e-25
28-05-2024/ASC-H\1995.png,ASC-H,0.0006866919702406501,1.1691539549426603e-11,5.0765309186562385e-14,4.526296123359533e-14,1.1304764455356909e-27,-8.471182511816123e-20,1.851913516938491e-27
28-05-2024/ASC-H\1996.png,ASC-H,0.0007463310549433908,1.5010670047837788e-10,7.758883007560374e-13,3.4457599531212407e-13,-1.1283498725663e-25,-1.660777969127411e-18,-1.378830140182313e-25
28-05-2024/ASC-H\1997.png,ASC-H,0.0007129270771734839,1.482964140134732e-10,7.015153942618073e-14,7.981077646105496e-14,4.8662843451006754e-27,-9.530495150549456e-19,3.4615892630346546e-27
28-05-2024/ASC-H\1998.png,ASC-H,0.0008057726253417765,7.761525917237243e-10,2.132846726861755e-13,1.1694403345182157e-15,1.842587849369519e-29,2.9756517814739086e-21,1.2635393992583229e-30
28-05-2024/ASC-H\1999.png,ASC-H,0.0006982047004920856,7.801277202637003e-11,1.1335961559518785e-13,1.8715009998015433e-13,-2.255105425327492e-26,-1.6446002196632407e-18,1.5313978750887976e-26
28-05-2024/ASC-H\2000.png,ASC-H,0.0007659669419084244,4.018952481856028e-10,2.926871512861745e-14,1.2933716864009271e-12,-1.96340162548572e-25,-2.2677712522548592e-17,-1.5740178828700837e-25
28-05-2024/ASC-H\2001.png,ASC-H,0.0008297266305584334,5.192352023596053e-10,1.5266151205338297e-13,2.010563122084051e-13,2.013027407492819e-27,-1.2478337500376655e-18,3.5166648784074194e-26
28-05-2024/ASC-H\2002.png,ASC-H,0.0007246627487540469,1.6922427041575613e-09,1.8159894349170907e-12,3.0102334867983083e-13,-1.0664733060836686e-25,-1.043831784433978e-17,1.953497903039386e-25
28-05-2024/ASC-H\2003.png,ASC-H,0.0007028058129752867,1.3089440272450684e-10,1.4436849877305993e-13,2.1728451699745744e-14,-2.6779322496847644e-28,-1.5715387054088328e-19,1.187139204568914e-27
28-05-2024/ASC-H\2004.png,ASC-H,0.0007031246499030184,9.422757367222424e-11,1.3181304628946701e-14,5.3558223241899746e-14,1.1799928940700144e-27,-4.753029335826377e-19,7.9540683778015635e-28
28-05-2024/ASC-H\2005.png,ASC-H,0.000706409657251296,8.210435594513838e-10,1.7968490670122193e-13,1.8075168084047834e-14,-4.272895600560002e-28,2.891900973474362e-19,-9.372989354898747e-28
28-05-2024/ASC-H\2006.png,ASC-H,0.0008212532028143946,6.877641095564068e-10,3.0596941567370042e-12,1.973149579045504e-12,4.7557871231618595e-24,-9.00104089231852e-18,-9.420027496979848e-25
28-05-2024/ASC-H\2007.png,ASC-H,0.0008414537801393512,9.516922616481745e-10,1.2565517008979963e-12,1.3207935820564859e-12,-1.3806512252166534e-24,-2.6982402465417443e-17,-9.945081568604441e-25
28-05-2024/ASC-H\2008.png,ASC-H,0.0007291641138347444,8.293575435041684e-10,6.880930670360299e-13,2.0449638362048473e-13,1.812248397555613e-26,2.3665277647879322e-18,-7.453858872132979e-26
28-05-2024/ASC-H\2009.png,ASC-H,0.0007720274570060404,9.3295633360327e-10,1.7341463826100802e-12,3.772569154420724e-13,2.4917254607474557e-25,-9.409820437305619e-18,-1.7613423495956606e-25
28-05-2024/ASC-H\2010.png,ASC-H,0.0009023159659511311,4.781417173762684e-10,4.969833781398093e-13,1.0909053003475558e-12,7.970605293098955e-25,1.9087013364669435e-17,9.953581866770935e-26
28-05-2024/ASC-H\2011.png,ASC-H,0.0008497016756416518,8.23287442064845e-10,3.1486175873727747e-12,6.541717008137821e-13,-1.0483317403748084e-25,1.783309175692213e-17,9.329817350683577e-25
28-05-2024/ASC-H\2012.png,ASC-H,0.0007084868312319779,7.192621656457625e-11,3.202735845992426e-14,2.304588587327302e-14,4.240736041229993e-28,7.450575757246401e-20,4.606249723646198e-28
28-05-2024/ASC-H\2013.png,ASC-H,0.0007155911693450456,6.439762880657378e-12,4.3574473664046666e-15,1.500186903936178e-13,-3.835157969048152e-27,-1.8115760706893603e-19,5.870486786985054e-29
28-05-2024/ASC-H\2014.png,ASC-H,0.0008725966051552494,2.721767027335193e-09,1.0042149292049905e-12,2.6978615148441612e-12,-2.840785319178432e-24,-1.4676514408903705e-18,3.413059128327706e-24
28-05-2024/ASC-H\2015.png,ASC-H,0.0008696165802352827,1.0220065353473663e-09,9.168961707663128e-13,1.5028091680125298e-12,5.4116614044185285e-25,-1.4324288769507854e-17,1.6790123419103036e-24
28-05-2024/ASC-H\2016.png,ASC-H,0.0007804798169034489,6.639436758280676e-10,8.752109693987128e-13,4.3411411870867046e-13,-7.368406815869297e-26,-8.416053461410297e-18,2.5724025303748694e-25
28-05-2024/ASC-H\2017.png,ASC-H,0.0007529023140797434,2.9590079955121865e-09,3.2185955413580838e-12,5.49186675359208e-13,9.470652595322995e-27,-1.9769993923621343e-17,7.300904267434727e-25
28-05-2024/ASC-H\2018.png,ASC-H,0.0007502858086740332,1.8226792211669322e-11,1.6417036002096624e-13,7.128767628166789e-13,-1.381295311951367e-25,-1.0598484322133002e-18,-2.0098690493089736e-25
28-05-2024/ASC-H\2019.png,ASC-H,0.0007704402342563156,1.1714670905676793e-09,3.303718645337953e-12,8.357616415250026e-14,-9.15191237080639e-27,-2.6219056323210826e-18,-4.295205346782239e-26
28-05-2024/ASC-H\2020.png,ASC-H,0.0008459460832750281,4.19603021776402e-10,1.5051922638340368e-12,1.6262584486845278e-13,-6.956941905872772e-26,-2.986294930589955e-18,4.0421736123900426e-26
28-05-2024/ASC-H\2021.png,ASC-H,0.0009296329983013751,9.452503950219905e-11,1.0564848729753655e-13,8.561032835344476e-13,7.218270183058999e-26,-9.761209291494603e-20,2.4714106080363357e-25
28-05-2024/ASC-H\2022.png,ASC-H,0.0008731563889857535,5.733838181814035e-10,5.151933094488264e-14,1.95392326762408e-12,-5.391566275738033e-26,-4.1083492050310605e-17,6.1758632867718635e-25
28-05-2024/ASC-H\2023.png,ASC-H,0.0008850247245075689,2.510053004454875e-09,3.734527354765587e-12,2.1445842691892737e-12,-6.0682912378521745e-24,-8.195780702043078e-17,-1.0586673119867716e-25
28-05-2024/ASC-H\2024.png,ASC-H,0.0008200613367905726,5.652120404212943e-09,1.2079230693225113e-11,3.58249378655908e-12,-3.9768038470261206e-24,-1.9529492599032466e-16,-2.3228687164000195e-23
28-05-2024/ASC-H\2025.png,ASC-H,0.0008886487006385308,3.723287561917182e-09,7.462443431652683e-12,9.486820393464948e-13,2.4698158138077896e-24,4.110594696000123e-17,5.210857764402666e-25
28-05-2024/ASC-H\27.png,ASC-H,0.0007463283440868599,1.6766821573585575e-09,1.0912417630038486e-12,6.549220025101508e-13,3.382091481604462e-25,-2.0508827272259254e-17,4.383564590266361e-25
28-05-2024/ASC-H\28.png,ASC-H,0.0007060119990665806,9.020817104991118e-11,5.9317661410061e-14,3.5097304716035774e-14,-3.053390244985834e-28,-2.1510147998355187e-19,-1.572031656236868e-27
28-05-2024/ASC-H\29.png,ASC-H,0.0007005950125901789,6.718436481161179e-13,4.3903756811544505e-16,2.4528263184077903e-15,2.501719226715062e-30,-1.161899900035253e-21,4.693749457167538e-31
28-05-2024/ASC-H\30.png,ASC-H,0.0006977720806771422,5.456247173251457e-11,1.0802715691791017e-13,1.0769635674868595e-15,-2.795489844388998e-30,-3.1265215525629394e-21,1.127491768310283e-29
28-05-2024/ASC-H\31.png,ASC-H,0.0006955804203287319,1.2547930588545766e-11,1.3285197752414815e-14,1.699944294218977e-15,-8.122437998221625e-31,-2.5317346771037965e-21,-8.037662622754605e-30
28-05-2024/ASC-H\32.png,ASC-H,0.0007081479065445806,4.899484356993932e-10,3.7865886542868034e-13,1.3104945437531734e-13,-2.690886101063532e-26,-2.839442268535253e-18,1.1319772020438995e-26
28-05-2024/ASC-H\33.png,ASC-H,0.0006961848724188118,5.955039344760115e-10,6.765723522181762e-13,3.065663683499896e-16,-3.499806248313854e-30,2.7165128903878626e-22,2.6916099799248208e-30
28-05-2024/ASC-H\34.png,ASC-H,0.0007058655286842177,1.4448453838024263e-11,2.811159622988699e-13,2.0304667369285137e-14,8.703427639103906e-28,7.717908063370279e-20,1.2632422502005246e-27
28-05-2024/ASC-H\36.png,ASC-H,0.0006767102197868316,2.0843985442798355e-10,1.752025833452651e-13,7.832247269024019e-14,4.05200240097083e-27,-8.963959680674313e-19,8.231614932241445e-27
28-05-2024/ASC-H\38.png,ASC-H,0.0006576711847326121,2.7183398738162643e-13,1.8141795674118532e-16,2.1880731890550476e-16,-4.3515624865025706e-33,-7.728531957207917e-23,-4.337689305786642e-32
