H_Moment_1,H_Moment_2,H_Moment_3,H_Moment_4,H_Moment_5,H_Moment_6,H_Moment_7,S_Moment_1,S_Moment_2,S_Moment_3,S_Moment_4,S_Moment_5,S_Moment_6,S_Moment_7,V_Moment_1,V_Moment_2,V_Moment_3,V_Moment_4,V_Moment_5,V_Moment_6,V_Moment_7,G_Moment_1,G_Moment_2,G_Moment_3,G_Moment_4,G_Moment_5,G_Moment_6,G_Moment_7,cell_path,cell_label
0.0063107,3.72125e-07,4.82658e-10,2.08719e-08,-5.87876e-17,1.27269e-11,3.0539e-17,0.00712213,5.04965e-07,7.24729e-09,2.85151e-08,-1.70922e-17,1.96778e-11,-4.09565e-16,0.000699644,6.30657e-10,4.41591e-13,3.35675e-13,-9.402790000000001e-26,-8.229120000000001e-18,-8.8663e-26,0.000682127,7.45704e-13,4.99261e-15,7.89907e-15,4.95906e-29,5.5852899999999994e-21,1.20568e-30,28-05-2024/ASC-H/10011.png,ASC-H
0.00398702,6.71617e-07,1.30682e-09,1.88263e-09,-2.85861e-18,1.48586e-12,7.40384e-19,0.00473022,8.14111e-08,2.46349e-09,2.56731e-09,-3.43601e-19,4.80811e-14,6.447280000000001e-18,0.000780078,4.52187e-09,5.42862e-12,1.53742e-12,-3.40869e-24,-9.54611e-17,2.84745e-24,0.000695069,1.44169e-11,3.00379e-14,7.14612e-15,5.759920000000001e-29,2.4940899999999997e-20,8.743040000000001e-29,28-05-2024/ASC-H/10012.png,ASC-H
0.00712494,2.17807e-08,5.54819e-10,7.36974e-10,-4.3828299999999997e-20,-6.85293e-15,-4.69211e-19,0.00248876,2.03605e-07,9.31261e-11,6.09055e-11,-1.4473199999999999e-21,-2.69737e-14,-4.35259e-21,0.000808893,3.03259e-10,1.745e-13,1.19128e-12,1.472e-25,1.93136e-17,-5.22819e-25,0.000796451,8.96488e-11,1.06731e-12,1.06399e-12,1.1228800000000002e-24,5.5705300000000005e-18,1.57264e-25,28-05-2024/ASC-H/10013.png,ASC-H
0.00344128,1.05855e-07,1.45893e-09,4.62987e-09,-9.66448e-18,-1.95699e-13,7.16861e-18,0.00362732,4.26721e-08,1.08867e-09,3.63471e-10,1.81826e-19,7.76583e-15,-1.38621e-19,0.000783089,2.10282e-10,1.71674e-12,1.37698e-12,1.5782800000000002e-24,-3.83756e-19,1.41111e-24,0.000827608,1.9746e-10,3.15787e-12,7.78148e-13,3.66554e-25,-3.5236200000000005e-18,1.1634300000000002e-24,28-05-2024/ASC-H/10014.png,ASC-H
0.00224294,1.28627e-07,1.5126e-10,7.14064e-12,-2.0370799999999999e-22,-1.12706e-15,-1.16513e-22,0.00232043,9.89509e-08,6.75236e-11,1.16161e-11,5.761460000000001e-23,-2.93822e-15,-3.20184e-22,0.000845029,4.98841e-09,3.72192e-12,1.36675e-13,-6.54052e-26,-3.461e-19,-7.22815e-26,0.000824428,7.77067e-09,1.20355e-12,7.99283e-13,6.99689e-25,-1.33987e-17,-3.53546e-25,28-05-2024/ASC-H/10015.png,ASC-H
0.00265927,2.9117e-08,4.08786e-10,1.21194e-10,-2.2647399999999997e-20,2.02208e-14,1.4655e-20,0.0260201,1.38432e-06,9.27234e-08,2.52685e-08,4.81527e-16,1.80859e-11,1.12433e-15,0.000705171,1.28567e-10,4.30447e-14,2.63104e-15,-2.79213e-29,-2.3571499999999997e-20,-2.09238e-30,0.000699311,2.47302e-13,2.88735e-14,1.99746e-14,-2.80208e-28,9.56526e-21,-3.89349e-28,28-05-2024/ASC-H/10016.png,ASC-H
0.00348671,5.75478e-08,9.10832e-11,2.73702e-10,-1.6435899999999998e-20,-5.01223e-14,3.99676e-20,0.0247276,1.84555e-07,4.27665e-09,1.06417e-08,1.76587e-17,-3.52412e-12,-6.95853e-17,0.000703823,1.65693e-11,2.19053e-15,4.18415e-14,1.92609e-29,-1.67362e-20,-4.0011300000000004e-28,0.000702431,1.2676e-11,2.43012e-14,2.3581e-14,-4.5047200000000005e-28,-5.2251699999999993e-20,3.40185e-28,28-05-2024/ASC-H/10017.png,ASC-H
0.0031617,1.03229e-07,2.12762e-10,3.94406e-10,2.6691699999999998e-20,1.06735e-13,1.1109e-19,0.0289838,4.09466e-07,7.24501e-09,1.37323e-07,1.52361e-15,-7.41506e-11,4.05466e-15,0.000711288,4.92917e-11,7.62708e-15,8.69887e-15,-6.48321e-29,6.05613e-20,-2.85885e-29,0.00069743,1.39515e-12,1.40916e-14,1.18193e-14,9.681800000000001e-29,3.26617e-21,1.17869e-28,28-05-2024/ASC-H/10018.png,ASC-H
0.00351261,4.07823e-08,6.7806e-11,1.48964e-10,5.9202899999999996e-21,2.58675e-14,1.37508e-20,0.0258244,1.23536e-06,4.35785e-08,4.80698e-09,2.33511e-17,-5.30602e-12,-6.55379e-17,0.00072358,1.17073e-13,2.4491e-14,5.69236e-14,6.773560000000001e-28,1.2397299999999999e-20,-2.01459e-27,0.000722217,5.84759e-12,6.35015e-15,1.42661e-14,1.34307e-28,2.0968899999999998e-20,1.9976e-29,28-05-2024/ASC-H/10019.png,ASC-H
0.00297848,1.40123e-07,2.61478e-10,2.59393e-11,-1.89216e-21,9.70884e-15,9.91651e-22,0.0255111,4.60444e-07,1.11062e-08,2.38436e-08,9.9713e-18,-1.33064e-11,3.87881e-16,0.000733939,2.19517e-10,3.72313e-14,6.94234e-15,1.08065e-28,5.535749999999999e-20,2.7916e-29,0.000721265,6.3832e-11,2.68042e-14,9.23412e-14,3.61076e-27,-7.05075e-19,2.84036e-27,28-05-2024/ASC-H/10020.png,ASC-H
0.00393803,4.69072e-08,1.08972e-09,1.23506e-11,-9.9468e-22,8.77173e-16,-1.0312999999999998e-21,0.0257608,1.06623e-06,1.63629e-08,2.97044e-08,-4.22523e-16,-2.0797e-11,-5.00344e-16,0.000694474,1.52092e-11,9.48104e-14,1.79295e-14,6.66905e-28,5.49818e-20,3.1890300000000003e-28,0.000689827,2.1006e-11,6.21743e-14,2.70948e-14,1.08247e-27,6.568169999999999e-21,2.5489700000000003e-28,28-05-2024/ASC-H/10021.png,ASC-H
0.00332178,4.7042e-08,1.25407e-11,5.28665e-10,-4.07834e-20,1.14437e-13,-1.3772e-20,0.0231971,5.96864e-08,2.36416e-08,7.22972e-09,-7.16459e-17,2.87034e-14,-6.16504e-17,0.000705085,1.18832e-10,7.19176e-14,1.86604e-13,7.191700000000001e-27,-1.39208e-18,-2.0385700000000002e-26,0.000714243,4.86729e-11,3.06966e-13,2.43802e-13,6.3764e-26,1.6526600000000001e-18,-1.95579e-26,28-05-2024/ASC-H/10022.png,ASC-H
0.00313914,2.16155e-08,5.11598e-10,2.54218e-10,7.231759999999999e-20,9.15786e-15,-5.635029999999999e-20,0.0244242,1.40863e-08,6.48348e-08,8.81996e-09,1.91766e-16,8.17135e-13,-8.78082e-17,0.00072737,8.98744e-12,6.89913e-14,4.5042e-14,-9.509330000000001e-28,-1.29294e-19,-2.32383e-27,0.000691594,3.05781e-12,9.95687e-15,1.39902e-14,1.5780900000000002e-28,-4.39456e-21,-4.8587600000000005e-29,28-05-2024/ASC-H/10023.png,ASC-H
0.00366831,1.53431e-07,6.7343e-10,1.08948e-10,-1.96537e-20,4.06377e-14,-2.2013299999999997e-20,0.0258896,1.70588e-07,5.01205e-08,4.47591e-09,-9.411970000000001e-18,1.69588e-12,6.63752e-17,0.000712738,6.5094e-11,1.95409e-13,3.20204e-14,2.13097e-27,2.01925e-19,-1.36907e-27,0.000692219,5.34212e-13,8.4548e-16,3.04575e-15,2.0039e-30,2.1973e-22,4.4578700000000004e-30,28-05-2024/ASC-H/10024.png,ASC-H
0.00358402,2.08811e-08,3.0213e-10,2.54377e-10,7.03467e-20,3.57911e-14,4.94248e-21,0.0247452,1.15263e-06,2.16735e-08,3.13952e-08,-7.29507e-16,3.36602e-11,-3.72157e-16,0.000725565,4.64107e-11,1.61154e-13,1.16893e-13,-1.3415500000000002e-26,-7.90838e-19,8.79903e-27,0.00069813,2.54469e-12,1.78841e-14,9.0134e-15,5.31276e-29,-1.3659699999999997e-20,1.01357e-28,28-05-2024/ASC-H/10025.png,ASC-H
0.00377282,1.40254e-08,1.94672e-11,1.7317e-10,1.34104e-21,2.04656e-14,9.96465e-21,0.0263831,1.50352e-06,6.37348e-09,8.64425e-10,1.944e-18,2.44672e-14,5.81084e-19,0.000702716,3.85099e-12,3.65962e-14,2.78503e-14,1.93579e-28,-3.2930599999999995e-20,8.67795e-28,0.000699007,7.9656e-11,2.85797e-14,4.66187e-14,1.6535e-27,-2.33165e-19,-4.01899e-28,28-05-2024/ASC-H/10026.png,ASC-H
0.00352755,3.82172e-08,1.11943e-10,2.04382e-10,7.952519999999999e-21,3.99299e-14,2.98741e-20,0.0266095,1.22669e-06,2.21807e-08,3.33873e-08,2.54193e-16,2.23084e-11,-8.72291e-16,0.000687602,8.05956e-12,3.7319e-14,2.01754e-14,1.8747700000000002e-28,2.6170599999999997e-20,-5.2089100000000005e-28,0.00068719,2.9493e-12,2.19497e-14,3.10769e-14,8.05762e-28,5.2823799999999995e-20,-9.76205e-29,28-05-2024/ASC-H/10027.png,ASC-H
0.00380799,2.59123e-08,3.79864e-11,4.18167e-11,-1.33335e-21,-2.43777e-15,9.99911e-22,0.027105,4.45601e-07,5.19958e-08,1.73174e-08,3.05944e-16,-1.06151e-11,4.20038e-16,0.000683178,1.82875e-11,2.13708e-14,2.43479e-14,5.54379e-28,6.219639999999999e-20,3.36079e-29,0.00068663,4.72716e-13,6.32785e-14,1.85486e-14,-5.31289e-28,-1.20355e-20,-3.4864900000000003e-28,28-05-2024/ASC-H/10028.png,ASC-H
0.00277775,5.30813e-08,1.8837e-09,1.61828e-10,-8.54244e-20,3.14581e-14,-2.6187299999999997e-20,0.00578163,3.26499e-06,2.17835e-08,1.14038e-08,1.72744e-16,5.17258e-12,-4.96508e-17,0.000813246,1.19798e-10,6.94496e-12,1.37066e-12,3.68008e-24,-1.42063e-17,2.08345e-24,0.000900301,4.70978e-09,4.55513e-12,4.83368e-12,-7.39036e-24,3.4122e-17,2.14435e-23,28-05-2024/ASC-H/10029.png,ASC-H
0.00337088,4.89258e-08,4.61878e-10,2.67618e-10,8.758759999999999e-20,5.74649e-14,-3.4366499999999994e-20,0.0165061,4.00752e-06,6.85765e-09,6.42208e-08,-8.45734e-16,-1.26644e-10,-1.04933e-15,0.000727992,2.11567e-11,7.67388e-15,2.34363e-13,-9.17854e-28,6.18124e-19,9.896469999999999e-27,0.000728212,3.43347e-10,4.22416e-15,2.00427e-14,1.25375e-28,3.20006e-19,-1.3524500000000002e-28,28-05-2024/ASC-H/10030.png,ASC-H
0.00347273,4.3811e-08,7.19075e-10,5.96152e-10,-3.9747099999999996e-20,6.27159e-14,-3.88292e-19,0.00855574,3.96427e-06,8.66045e-10,1.72579e-07,-2.0661e-15,3.40219e-10,4.27442e-16,0.000740123,5.53294e-10,1.32468e-12,2.83717e-13,-1.70211e-25,-6.0049500000000005e-18,3.57919e-26,0.000751899,2.01662e-09,1.77034e-12,5.99038e-14,1.95011e-26,1.4269800000000001e-18,5.130920000000001e-28,28-05-2024/ASC-H/10031.png,ASC-H
0.0025547,6.69684e-08,2.84039e-10,3.21003e-10,9.6452e-20,7.28258e-14,-9.604459999999999e-21,0.00371968,7.41439e-07,4.6536e-10,3.22151e-09,-1.62844e-18,2.02092e-12,-3.59258e-18,0.00100307,7.41901e-10,1.88896e-12,4.0023e-12,8.087510000000001e-24,1.06518e-16,-7.46291e-24,0.00094579,2.03294e-09,2.82253e-12,4.38399e-12,-1.08931e-24,8.33894e-17,1.5382900000000002e-23,28-05-2024/ASC-H/10032.png,ASC-H
0.00230354,5.22781e-08,4.12287e-10,5.90943e-11,9.083359999999999e-21,1.21722e-14,-1.60445e-21,0.00313384,3.42018e-08,1.20554e-10,2.46658e-10,3.3346e-20,1.44331e-14,-2.6403699999999998e-20,0.00088919,3.44262e-09,2.46226e-12,3.62819e-12,-1.08361e-23,-2.10559e-16,-4.213900000000001e-25,0.000873277,3.6004e-10,4.73976e-12,4.03016e-12,1.41215e-23,7.49959e-17,-1.05282e-23,28-05-2024/ASC-H/10033.png,ASC-H
0.00207746,2.22126e-08,5.15989e-11,5.30634e-10,1.8976099999999998e-20,6.85406e-14,-8.572849999999999e-20,0.00420226,2.6847e-07,4.55615e-09,2.22482e-08,-6.34663e-17,1.3997e-12,-2.14818e-16,0.000804899,3.22473e-09,1.1808e-12,2.01754e-12,-2.6424400000000003e-24,-1.11247e-16,-1.6476400000000002e-24,0.00082015,7.93311e-10,3.24746e-12,2.61465e-12,6.97049e-24,-4.75069e-17,3.0757100000000003e-24,28-05-2024/ASC-H/10035.png,ASC-H
0.00212571,5.12143e-07,1.25816e-10,1.13873e-10,-5.0895399999999994e-21,2.3557e-15,-1.2644199999999999e-20,0.00820557,9.81882e-06,1.0168e-08,6.12363e-09,6.986830000000001e-18,-5.20904e-12,-4.78128e-17,0.000728542,3.97019e-10,2.3942e-13,1.15944e-13,1.65117e-26,1.39701e-18,-1.0026600000000001e-26,0.000743107,1.29137e-10,4.58931e-13,8.03642e-13,4.74607e-25,7.77388e-18,-1.13774e-25,28-05-2024/ASC-H/11.png,ASC-H
0.00563156,1.71407e-06,1.73246e-09,9.04861e-09,1.83198e-17,1.09979e-11,3.07884e-17,0.0207531,1.51602e-05,1.95117e-07,2.18557e-07,-1.90955e-14,7.70742e-10,4.08946e-14,0.000670241,1.1597e-10,1.23025e-13,9.0369e-15,2.72493e-28,5.25381e-21,1.2861e-28,0.000672742,7.90491e-13,2.62663e-15,2.45167e-15,6.20548e-30,1.2984999999999998e-21,-4.45804e-31,28-05-2024/ASC-H/12.png,ASC-H
0.00692222,4.48615e-07,9.19948e-09,3.54557e-10,6.38718e-19,-1.61131e-13,-4.55422e-20,0.0234103,6.5261e-08,3.99894e-09,2.59781e-09,7.706280000000001e-18,-5.43025e-13,-3.2743600000000003e-18,0.0006687,1.29656e-12,1.14405e-14,2.50764e-15,-2.5889300000000002e-30,-1.75166e-21,-1.31795e-29,0.000676646,2.27275e-11,4.4687e-14,1.63856e-15,1.17924e-29,6.822699999999999e-21,7.58511e-30,28-05-2024/ASC-H/13.png,ASC-H
0.00766997,3.6725e-07,5.74469e-09,2.07354e-10,9.891809999999999e-20,1.02002e-13,-2.03546e-19,0.0209831,3.81802e-07,1.13918e-08,1.58412e-09,-5.3261e-18,5.62525e-14,4.11316e-18,0.000666503,1.13052e-12,3.25278e-15,1.35412e-15,2.20307e-30,-1.33451e-21,-1.79528e-30,0.000672903,6.71677e-13,6.45639e-15,3.41439e-15,1.5768e-29,-2.7546599999999997e-21,-2.89285e-30,28-05-2024/ASC-H/14.png,ASC-H
0.00705742,3.4175e-08,1.15349e-09,1.44329e-10,5.3918899999999997e-20,2.57477e-14,-2.36796e-20,0.0236703,5.01581e-07,9.22915e-09,1.27483e-08,1.36083e-16,-8.93661e-12,2.45566e-17,0.000664656,3.61551e-12,6.77406e-16,3.09177e-16,-1.36732e-31,2.18794e-22,3.63948e-32,0.000668556,3.7693e-13,1.2151e-15,4.57372e-16,7.58488e-32,-2.57249e-22,-3.32423e-31,28-05-2024/ASC-H/15.png,ASC-H
0.00203261,1.27915e-07,4.71672e-11,5.28392e-10,-6.78679e-20,1.86889e-13,-4.8501e-20,0.00756923,2.01442e-06,4.9073e-09,3.46675e-08,-1.63718e-16,3.91256e-11,4.21494e-16,0.00074137,1.12099e-10,2.87797e-14,2.69219e-13,-2.33466e-26,-2.8155e-18,4.0631799999999996e-27,0.000684087,9.51803e-13,2.44275e-16,1.08059e-16,-1.06753e-32,3.18245e-23,-1.39376e-32,28-05-2024/ASC-H/16.png,ASC-H
0.00237167,3.10014e-07,3.18121e-10,2.06609e-09,-1.4993100000000001e-18,1.07405e-12,7.46826e-19,0.00736577,3.58837e-06,5.02496e-10,1.46614e-07,-1.08105e-15,2.67807e-10,6.44176e-16,0.000725451,5.4558e-10,5.18156e-13,6.49353e-13,-3.64136e-25,-1.50142e-17,9.63275e-26,0.000773182,1.434e-10,1.06726e-12,1.95341e-12,2.4477400000000003e-24,3.9983900000000005e-18,-1.40134e-24,28-05-2024/ASC-H/17.png,ASC-H
0.0058079,1.50573e-08,3.58859e-12,1.31284e-11,4.5404500000000005e-23,-1.46095e-15,7.78361e-23,0.0134273,2.93258e-07,8.52695e-10,1.03815e-10,3.0545299999999995e-20,6.14501e-15,-4.58633e-21,0.000666803,1.79097e-13,3.43944e-16,3.43122e-16,1.82737e-32,-1.41346e-22,1.1644799999999998e-31,0.000675985,1.02293e-12,5.7233e-16,2.36537e-16,7.70439e-32,-2.0322199999999999e-22,-4.04795e-32,28-05-2024/ASC-H/1906.png,ASC-H
0.00572653,2.50718e-07,7.40094e-10,5.63384e-11,3.55561e-21,-2.68807e-14,-1.0940799999999999e-20,0.0124792,1.15717e-06,1.78959e-08,2.81041e-09,-1.25768e-17,9.8634e-13,-1.5462e-17,0.000674391,8.23781e-11,3.6888e-14,4.86215e-15,2.6087300000000003e-29,-1.46206e-20,-5.96615e-29,0.000688876,3.49697e-11,3.71101e-15,2.53537e-14,-5.0123600000000004e-29,-1.29675e-19,-2.4076500000000002e-28,28-05-2024/ASC-H/1907.png,ASC-H
0.0051249,9.56588e-07,2.74273e-09,8.59274e-10,-1.21822e-18,8.37035e-13,-5.06022e-19,0.00907878,5.95696e-06,2.25876e-08,5.99436e-08,-2.18325e-15,1.4618e-10,-3.13998e-16,0.000679868,5.65676e-11,6.27476e-14,8.58747e-16,-2.7436e-30,-6.29913e-21,-5.6753300000000005e-30,0.000690373,1.14151e-11,6.69355e-15,1.92584e-14,-2.08975e-28,-6.489339999999999e-20,6.433740000000001e-29,28-05-2024/ASC-H/1908.png,ASC-H
0.00544413,3.76467e-08,2.08811e-10,1.57574e-10,-2.7153e-20,1.31846e-14,-8.92643e-21,0.0138614,2.12945e-07,2.48125e-09,1.18618e-09,-7.07119e-19,4.29234e-13,1.9081900000000002e-18,0.00067475,8.35815e-13,2.50526e-15,3.68287e-15,8.069570000000001e-30,2.3084599999999997e-21,-7.74767e-30,0.00067249,1.52943e-12,8.74425e-16,7.00543e-16,3.6509000000000003e-31,-8.13835e-22,4.09067e-31,28-05-2024/ASC-H/1909.png,ASC-H
0.00528658,2.48927e-07,2.36586e-09,1.53543e-10,-4.9667299999999994e-20,6.58252e-14,7.808429999999999e-20,0.0114446,6.5346e-07,1.33261e-08,8.83036e-09,8.82189e-17,6.41696e-12,-3.73245e-17,0.000680188,1.64936e-11,1.14039e-13,1.70338e-14,6.46058e-28,-6.0814e-20,3.8240400000000003e-28,0.000677568,9.91866e-12,3.0747e-15,5.377e-15,4.01773e-30,-1.3047799999999999e-20,2.14907e-29,28-05-2024/ASC-H/1910.png,ASC-H
0.00455696,1.54112e-07,6.0734e-09,3.24769e-09,2.3281e-18,6.71567e-13,1.42346e-17,0.00871208,3.77693e-06,1.9635e-08,1.82162e-08,-3.27753e-16,3.4711e-11,-1.06141e-16,0.000692667,2.15322e-10,3.78022e-13,6.76749e-14,6.3309499999999996e-27,-6.53383e-19,8.77979e-27,0.000716468,1.41566e-10,1.15607e-13,1.35902e-13,9.99768e-27,-1.6015700000000002e-18,-1.37921e-26,28-05-2024/ASC-H/1911.png,ASC-H
0.00387597,1.84792e-09,2.69974e-09,1.28704e-09,2.3985600000000004e-18,5.1743e-14,-5.0756399999999994e-20,0.00716927,1.4566e-06,2.37227e-08,2.99851e-09,4.8693700000000005e-18,3.13624e-12,2.48163e-17,0.000713787,8.26581e-10,9.89476e-14,1.54187e-13,1.1766999999999999e-26,3.62861e-19,1.49746e-26,0.000708199,1.65969e-10,1.47012e-13,4.35579e-14,-4.92273e-28,1.53676e-20,3.45066e-27,28-05-2024/ASC-H/1912.png,ASC-H
0.00551333,7.65822e-09,4.50649e-11,4.45548e-10,3.4484299999999995e-20,3.16171e-14,-5.2883799999999995e-20,0.00874574,1.70063e-07,1.81629e-09,2.48555e-08,-2.88495e-17,9.84939e-12,1.64493e-16,0.000698004,2.26465e-11,1.72443e-14,1.28857e-13,7.509370000000001e-28,-6.04348e-19,6.0275699999999995e-27,0.000725134,3.81412e-10,1.09743e-13,3.86574e-15,2.1826800000000002e-29,-1.81826e-21,7.65726e-29,28-05-2024/ASC-H/1913.png,ASC-H
0.00584384,8.84174e-09,1.41312e-10,1.32724e-10,1.4916699999999998e-20,-3.77137e-15,-1.03865e-20,0.0131317,5.16802e-07,2.99051e-09,1.0725e-09,1.8619100000000002e-18,-7.05208e-13,-4.71686e-19,0.000670264,6.2314e-12,3.56199e-15,1.45378e-15,3.29078e-30,6.34428e-22,3.3931199999999998e-31,0.000684347,1.71936e-14,5.90634e-15,3.95443e-15,-8.95226e-30,2.5292499999999997e-22,1.68846e-29,28-05-2024/ASC-H/1914.png,ASC-H
